Title,Author
Ma Jian fiasco shows why Hong Kong must defend its artistic freedom. U-turn by cultural complex over talks by Chinese dissident author at leading literary festival raises concerns about self-censorship and has proved embarrassing for the city.,SCMP Editorial
The folly of nationalism laid bare. Commemoration of the end of the first world war is a reminder of the importance of putting universal values first.,SCMP Editorial
Hong Kong border issue is merely a storm in a teacup. The occupation of private Hong Kong land by the Guangdong Border Defence Corps should be settled swiftly before it becomes a full-blown political problem.,Alex Lo
Hong Kong’s mega bridge and high-speed rail should do more than bring in visitors the city cannot cope with. Hong Kong needs strategic planning to benefit from its two new infrastructure projects – and a tourist free-for-all will not do the trick.,Paul Yip
"How low can the yuan go? Signs from the Fed and China’s economy point to further declines against the US dollar. The Federal Reserve’s determination to raise rates and roll back quantitative easing means the dollar is unlikely to weaken. Combine this with weak Chinese economic data, especially concerning autos and homes, and there is reason to anticipate further declines in the yuan.",Neal Kimberley
Why Donald Trump is far from finished: just look at the US midterm results. ,Letters
How Singapore can play a crucial role in the emerging Pax Sinica by bridging East and West. China sees its rise as the fulfilment of a historical destiny and is willing to play a long game to achieve it. Singapore is well positioned to mediate between the world views represented by the US and China in a new co-equal civilisation era.,Ho Kwon Ping
"California can burn, but climate change is now a matter of opinion, not science. The environment was a neglected issue in the US midterm elections, even as wildfires devastate lives and property in California. Scientific findings no longer carry as much weight with the public as in the past.",Robert Delaney
"China needs to spend big, like it’s 2008 again, before the economic slowdown sets in. The Chinese economy needs a stronger dosage of government intervention, or growth may slow to under 5 per cent next year. Beijing must expand the money supply, and ease credit conditions for households and companies.",David Brown
"Hong Kong and Macau must adapt to change and actively participate in country’s future development. President Xi Jinping marked the 40th anniversary of Beijing’s economic reforms by applauding the contributions of the two cities, but both must grasp science and technology in the years to come.",SCMP Editorial
"Hong Kong must think before taking World Beach Games plunge. The city’s Olympic Committee is planning to bid for the event, but it should explore the matter thoroughly and ensure costs do not outweigh the benefits.",SCMP Editorial
"Time has come for the Legislative Council not to say thanks. Lawmakers can save everyone’s time by agreeing to scrap the motion, a hangover from the colonial days, of expressing gratitude to the chief executive for the policy address.",Alex Lo
"As Putin pivots to Asia, will more Russian defence and energy deals be the new normal in the region?. Vladimir Putin’s decision to attend the East Asia Summit signals his determination to diversify Russia’s relationships away from Europe and the US.",Dmitriy Frolovskiy
"A 1930s president set tariffs to put America first, then a world war broke out: is history repeating itself now?. Policymakers sowed the seeds of a coming economic crisis because they went for a quick fix to the 2008 financial crisis. Wealth and income inequality are at historically high levels, and might precede crises as severe as the Great Depression and the second world war.",Qian Liu
Ensuring compliance is the best approach to Iran. Donald Trump wants a new nuclear deal with Iran to replace an agreement he has pledged to scrap,SCMP Editorial
Hong Kong must continue to nurture the pillars of competitiveness. A survey shows that Hong Kong remains China’s most competitive city but there is much ground to be made up in integrated regional development with the mainland,SCMP Editorial
Carrie Lam must act now on tour group chaos. The influx of mainland visitors to Tung Chung since the opening of the mega bridge has resulted in upset residents and allowed localists to rouse anti-mainland sentiments,Alex Lo
Rampant racism in Hong Kong is why the government’s defence of its human rights record falls flat. The UN Human Rights Council rightly took Hong Kong to task over its handling of the advocacy of democracy and autonomy in the city. But it is the government’s failure to address the everyday racism here that is most galling.,Alice Wu
"How to put the fun back into Hong Kong’s parks, with a flexible approach and a little imagination. Hongkongers have conflicted ideas about what they want from parks, including more safety but also more relaxed rules. The solution, as indicated by the West Kowloon Cultural District Park and Kwun Tong Waterfront Promenade, is to be flexible.",Carine Lai
Reset in ties between China and Australia will benefit both sides. A change in the Australian leadership and a visit by the nation’s foreign minister to Beijing offer hope.,SCMP Editorial
Anyone a refreshing change that worked. The Fire Services Department mascot not only survived a near banning but showed how thinking out of the box can get a message across.,SCMP Editorial
"Grand Lantau reclamation plan a distraction from the real short-term need for land. Government should first focus on providing land for immediate housing use, rather than diverting resources to a long-term vision.",Ronald Taylor
"Why Xi Jinping should learn from Chiang Kai-shek, instead of modelling himself on Mao. President Xi Jinping is said to emulate Mao but he would do well to not only look at communist victory but also at Chiang Kai-shek’s missteps during the Chinese civil war.",Chi Wang
Is Xi Jinping finally walking the talk on opening up China’s economy as the trade war heats up?. President Xi Jinping has been touting China’s commitment to globalisation but foreign players’ access to the country’s huge consumer market remains limited.,David Dodwell
"All in all, US midterm results are but a blip in the great populist revolt. Election gains by the Democrats and the predictable Trump tweets show that America is fundamentally divided over values, and the fear and anger that drive the rise of the right will continue to propel the dismantling of the old international order.",Andrew Sheng
White House must listen to wise voices over US-China trade war. American elder statesmen have stressed the need for ongoing dialogue between the two sides in order to avoid an economic ‘iron curtain’ from descending.,SCMP Editorial
Our children do not need a glowing CV. It is the youngsters who suffer as parents spend money and effort to profile their children’s achievements – even at the tender age of five.,SCMP Editorial
"Hong Kong has changed, but it’s not about to die. The death of the city may have been forecast by the infamous cover of a magazine 23 years ago but, with the colonial era gone, it will rise and prosper again as part of the mainland.",Alex Lo
The path to a vote for all in Hong Kong begins with dialogue with China’s Communist Party. Having open and competitive elections in Hong Kong serves the interests of both Hong Kong and the mainland’s Communist leaders.,Brian YS Wong
How co-living for old and young could ease Hong Kong’s housing crisis and create a more caring community. Cross-generational co-living and shared houses for the elderly would address both the needs of the ageing population and the demand for affordable housing.,Polly Chu
"If the US-China relationship unravels, so will the international order as we know it. Relations built over four decades on the integration of goods, capital, technology and people are now threatened by the prospect of an ‘Economic Iron Curtain’.",Henry Paulson
"After the midterms, Republicans and Democrats must tackle the true cause of American anger – automation. Trump’s targeting of manufacturing that moved offshore ignores the fact that more jobs were lost to automation, while Democrats seem unsure how to deal with the problem.",Gwynne Dyer
"Donald Trump’s re-election chances haven’t been hurt by the US midterm results. Trump is a natural campaigner and there’s plenty he can do with the presidential platform, so the US midterm results mean little for 2020. This is especially the case if he keeps waging his trade war against China’s ‘unfair’ practices, and winning",Richard Harris
Tragedies in Indonesia stress the need for high safety standards. Plane crash that killed all 189 on board and ferry sinking in which only 18 survived underline the nation’s shocking transport record.,SCMP Editorial
"Law must be strengthened after Cathay Pacific data scandal. The former and current heads of the privacy watchdog have clashed over the pace of the probe into the carrier, but there is need for change and to punish those responsible.",SCMP Editorial
"The West’s hypocrisy over Hong Kong’s human rights. Hong Kong has been lambasted at the United Nations for supposed erosion of our freedoms, but the critics should take a look in the mirror.",Alex Lo
"Donald Trump suffers a midterms setback, US stocks come back down to earth. Where do investors go next?. Wall Street is still reeling from the October sell-off, but can’t expect more financial stimulus from the Trump administration. If there is convergence across global equities, it is likely to be the wrong kind, with US stocks falling back to rejoin the pack.",Nicholas Spiro
"Integrating with China won’t diminish Hong Kong’s role, despite what some may think. Economics, rather than politics, drives the push for Greater Bay Area development, and fears that Hong Kong will become just another Chinese city are unwarranted.",Bernard Chan
"An end of birthright citizenship in the US and Canada would close more doors for Chinese parents. Recent attacks on birthright citizenship happen as China’s metropolises toughen standards for migrant workers. For decades, migration has been the key to a better life for many Chinese, and these shifts will hit the middle class especially hard.",Chauncey Jung
"Donald Trump can make the deal of the century with Kim Jong-un – if he offers North Korea a blueprint to a ‘brighter future’. The US lacks a strategy that pleases all stakeholders on the Korean peninsula, including Kim Jong-un. Sanctions and diplomatic pressure should be supplemented by the promise of an economic development fund, infrastructural support and security guarantees.",Chan Young Bang
"Setback for Donald Trump at midterm elections unlikely to affect trade war. US president may have lost the Republican majority in the House of Representatives, but influential Democrats have also backed his measures against Beijing.",SCMP Editorial
"Cell suicides call for better surveillance. In the wake of a suspect who hanged himself, a coroner said police patrols to check on prisoners were inadequate and a jury made 11 recommendations to prevent a repetition.",SCMP Editorial
"High time others gave Hong Kong its due on civil liberties. According to some, the city’s freedoms are being eroded by Beijing, but they are still alive and well as seen by the visit of a Russian punk group and a forum on investment in marijuana.",Alex Lo
"Hong Kong’s integration with the mainland is a two-way street, and both sides can be more flexible. Hong Kong should play a more active role in integration with the mainland. Shenzhen’s advances can be a role model for development, especially in making the mainland a more attractive employment environment for Hongkongers.",Ken Chu
The fourth industrial revolution will worsen inequality – but only if the world lets it. The right response to globalisation is not retreating within national borders but crafting new models that create opportunities for all.,Klaus Schwab
"For China, the worst of the trade war is yet to come – economic growth will decelerate in 2019. It is unlikely that talks between Trump and Xi will resolve the trade war and with China’s ability to stimulate the economy hampered by the desire not to reverse reforms, investors should think twice before buying into rallies",Aidan Yao
"Hong Kong should not fear change under China, because even the mainland is changing, too. Hongkongers’ worry of losing their separate identity is misplaced, as no culture can be frozen in time, particularly in a globalised world.",Anson Au
"Investment banking practices, from unwise loans to the emphasis on derivatives, risk another financial crisis. Recent disputes in HSBC and Deutsche Bank highlight the banking industry’s disease of risking implosion to focus on big profits.",Peter Guy
When there is no escape from prying eyes. Actress Yammie Lam was not only the victim of sensationalist media but also of a film industry that essentially ruined her life.,Alex Lo
Merkel a hard act to follow at a time when unity is key for the EU. German chancellor has made the right decision to move aside for a new generation of leaders. But whoever replaces her has to bear in mind the responsibilities involved.,SCMP Editorial
"As the trade war intensifies, the maritime industry in Hong Kong must adapt to stay afloat. Hong Kong’s maritime logistics sector will be hard hit by the trade war as the majority of its cargo goes on to the mainland. Implementing a mechanism that allows terminal operators to share berths, cranes and yards at the Hong Kong port would help","Lawrence Leung,Collin Wong"
"Quick fix needed for visitor chaos at Tung Chung. Arrival of thousands of people from the mainland on public transport via the Hong Kong-Zhuhai-Macau Bridge has raised fears among residents, and the authorities are trying to ensure there is no repeat.",SCMP Editorial
"How the Trump-Xi phone call and rumours of a trade deal have provided short-term relief to the yuan, but cloud the long-term outlook. The ‘very good conversation’ on trade between the US and Chinese presidents has eased market fears. However, the market is hesitant to take the US president too seriously, and the Chinese currency’s outlook remains uncertain.","Hao Zhou,Esther Reichelt"
"As South China Sea tensions rise, China’s participation in Asean naval exercise raises hope of calmer waters. The Asean-China naval exercise highlights the warming of relations as the Belt and Road Initiative makes inroads but does not imply that Asean is leaning towards China and away from the US.","Yang Zi,Li Mingjiang"
"The US-China trade war isn’t just about trade – and that’s why Trump and Xi won’t resolve it at the G20. Neal Kimberley says the China-US dispute, from tariffs to intellectual property and Taiwan, runs so deep and the US is feeling so good about its position that one Xi-Trump meeting can’t possibly end it.",Neal Kimberley
"In America – China’s vital ‘hinterland province’ – the midterm elections are also a vote on the troubled Sino-US relationship. The US midterm elections will have implications for Donald Trump, and his China policy. At the end of the day, modesty may be the best policy for both the US and China",Tom Plate
"Religious fundamentalism weakens Pakistan’s bargaining power with China. The violent protests over Asia Bibi’s acquittal reveal the government’s powerlessness against radical Islam, and highlight the need for it to end its policy of appeasement. Such unrest will only complicate Pakistan’s bid to escape an economic crisis.",Adnan Aamir
"Exciting times ahead as the Post turns 115. As in the past, our pages will continue to provide reliable, objective, fair and independent coverage of events shaping Hong Kong, mainland China and the world",SCMP Editorial
"Xi invites the world to share dividends of an even more open China. As the trade war launched by the United States rages, the message from the Shanghai expo to global leaders, companies and business executives is one of inclusiveness and globalisation",SCMP Editorial
Securities regulator should look into Cathay Pacific data leak case. Office of the Privacy Commissioner for Personal Data is impotent when it comes to punishing firms for breaching the law,Alex Lo
"In my 30 years with the Post, the media environment has changed dramatically, but my journalistic principles remain the same. The Post has evolved, changed hands and moved offices over the past few decades, but why journalists do what they do should not change.",Peter Kammerer
"Why yuan devaluation is not in China’s best interests and it’s time for Beijing to stop the free fall. An adverse midterm election for Trump could see the US president push for a weaker dollar, resulting in a currency war that would rattle markets, while a weaker yuan will intensify the Chinese economy’s focus on exports, in contrast to Beijing’s intention of concentrating on domestic consumption.",David Brown
"Don’t expect China’s economic stimulus measures to continue to drive global markets. China’s deleveraging campaign limits Beijing’s room to shore up the economy and global tightening, rather than China’s economic woes, was the main cause of last month’s steep fall in asset prices.",Nicholas Spiro
"Hong Kong isn’t dead (yet), but it has lost its  edge. Hongkongers lost their way after the handover, becoming complacent even as the rise of mainland China chipped away at Hong Kong’s confidence.",Alice Wu
Why Carrie Lam’s Lantau Tomorrow Vision should be rebranded ‘Freedom Island’. Chief Executive Carrie Lam’s reclamation proposal will allow Hong Kong to build a township of the future and will also help free up land elsewhere,Mike Rowse
The US midterm elections will not only shake up Trump’s backyard but also have implications for Asia. The outcome of the US midterm elections will determine whether Trump’s ‘America first’ foreign policy and trade war will continue unabated.,John Barry Kotch
It is time to tackle waste once and for all. A proposal to try to cut the Hong Kong’s waste through the imposition of a levy has been around since 2004.,SCMP Editorial
Midterm elections will determine future of Trump presidency. Tuesday’s midterm elections in the United States will be seen more than anything as a referendum on Donald Trump that will determine the future of his presidency,SCMP Editorial
"Raymond Chow helped shape Hong Kong’s identity. Without Chow, Bruce Lee and Jackie Chan would not have been introduced to the world",Alex Lo
"Hong Kong’s Chinese and Western influences must coexist if ‘one country, two systems’ is to work. Regina Ip says Hong Kong’s old balance of Chinese cultural traditions and Western values, like property rights and the rule of law, is coming apart due to anti-China zealots.",Regina Ip
Hong Kong drivers who don’t give way to ambulances commit legal offence. ,Letters
Will Trump listen to Ivanka on an America united ‘against hatred and evil’?. ,Letters
"Ai Fukuhara helped to bridge divides. Her retirement prompted an outpouring of love from fans on all sides, the ultimate proof of the success of diplomatic soft power",SCMP Editorial
Xi’s reassurances to private sector are step in right direction. The president’s encouraging remarks to businessmen at a forum suggest Beijing is finally recognising the role they play in the economy,SCMP Editorial
"Time to consider nature as well as nurture in Hong Kong’s education system. Universities should take the lead in looking at student’s all-round achievements, not just their exam scores, when considering applicants",Paul Stapleton
"Hong Kong’s Basic Law is a constitution with Chinese characteristics, and not meant to lead to democracy. The Hong Kong Basic Law only constrains the rights of Hongkongers and puts no limits on Beijing’s authority – and that’s why it must be replaced.",Ronald Chiu
"What the US midterm elections mean for the Donald Trump show - and world trade. Trump is undoing US trade policies, even as China continues to move, however slowly, towards openness. And the midterm elections will reveal whether his America First policies are here to stay for six more years.",David Dodwell
Safeguards needed as China lifts ban on rhino and tiger parts. The decision by Beijing to allow horn and bone to be put to scientific and medical use has been fiercely criticised by wildlife groups and must be strictly enforced,SCMP Editorial
"Shanghai show will tell all the world that China is open for business. The country’s first International Import Expo will attract national leaders, industry chiefs and company bosses from around the globe as the US trade war rages and protectionist policies take hold.",SCMP Editorial
"What Malaysia and Pakistan could teach both China and the US about the Belt and Road Initiative. Despite the differences in the two economies, Malaysia and Pakistan are both rethinking their involvement in China’s infrastructure plan. The vulnerabilities in the projects due to lack of transparency and local participation present opportunities for the US.",James Schwemlein
Why Interpol must keep up the pressure in the case of its missing ex-president Meng Hongwei. Billy Huang says China’s announcement that it has detained Meng raises more questions than answers and Interpol must not let the matter rest – and that the case has shaken faith in the international policing organisation.,Billy Huang
"Television, not the Brits, made Louis Cha 'Jin Yong' a household name. The death of the legendary martial arts novelist has been met with tributes from all sections of society and not a little political point-scoring.",Alex Lo
"The trade war did not trigger stock market volatility, anxiety over peaking corporate earnings did. The cause of the jitters in global equity markets is not easy to pinpoint, but fears of an easing in corporate earnings growth is a big factor.",Kerry Craig
"Emerging-market stocks are at bargain prices, but should you buy?. The sell-off in emerging markets has created an opportunity for bargain hunters. However, risks and vulnerabilities continue weigh on sentiment, especially in China, where the yuan is down and capital is fleeing.",Nicholas Spiro
"Can you be evicted from your flat for late-night cooking? In Hong Kong, the answer could be yes. The Housing Authority is abusing its penalty points system. Recently, it imposed a restriction on making cooking noises in a public estate, and evicted an elderly dementia patient from her flat.",Albert Cheng
"After the US midterm elections, don’t count on a Democratic Congress to soften Trump’s hard line on China. David Shambaugh says a confrontational bipartisan consensus towards China has taken shape in the US, and won’t be resolved until Beijing makes changes.",David Shambaugh
"Japan-India summit highlights how badly both countries need – and need to contain – China. C. Uday Bhaskar writes that the growing India-Japan partnership must balance its rivalry with and dependence on China to realise the dream of an Asian century, because while both are wary of China’s growing power, India and Japan have a trade dependency on Beijing that the other cannot fill.",C. Uday Bhaskar
"‘Trump of the tropics’ spells more trouble for China and beyond. Jair Bolsonaro, Brazil’s president-elect, is from the same mould as the American leader and his far-right views and inflammatory language are not welcome at a time when the world order is under threat.",SCMP Editorial
"Lessons to be learned from Hong Kong drones fiasco. It will be difficult to find those suspected of sabotaging a popular event at Victoria Harbour, but measures can be taken to thwart those who jam signals.",SCMP Editorial
"Beijing shows softer side as Carrie Lam takes grip. The political climate in Hong Kong has become much more favourable to the central government, and there are signs that it is leaning towards a more moderate stance.",Alex Lo
Why Cathay Pacific’s handling of its data breach deserves praise – honesty is better than silence. The aviation giant is one of a long list of companies whose customer data has been compromised but it responded with greater thoroughness and transparency.,Richard Harris
"China can’t be passive and shortsighted if it wants to get out of a bear market. The outlook for the Chinese economy is weak, as consumption falls and the deleveraging campaign stalls. Chinese policymakers need to come up with longer-term solutions and convince the market of China’s commitment to economic openness.",Hao Zhou
"Amid South China Sea tensions, what will the meeting between the US and China’s defence chiefs yield?. Mark J. Valencia says amid escalating tensions between the US and China, the meeting between the two defence chiefs could establish ground rules for what may prove to be a dangerous period for US-China relations ahead.",Mark J. Valencia
Donald Trump misread the US-China trade relationship. A rethink is not in America’s best interests. Yu Yongding says previous US governments saw the benefits of preserving the status quo on trade with China. The trade war should prompt China to recognise that buying US Treasuries instead of making domestic investments is not in its own interests.,Yu Yongding
"Louis Cha ‘Jin Yong’, the man who united Chinese in name of chivalry. Tributes pour in from all over the world for the author whose life was as legendary as the characters he created, and who will continue to inspire readers for generations to come.",SCMP Editorial
"Hong Kong must show it is home to all races. Chief Secretary Matthew Cheung has pledged to improve support in education, work and social welfare for members of ethnic minority groups who are often the victims of prejudice.",SCMP Editorial
"Real Hong Kong thinker seeks Asian solution to save the planet. Author Chandran Nair has set out to redefine the contemporary state in terms of its responsibility to the environment, and ultimately, the survival of the species.",Alex Lo
"As China and the US embark on a cold war, Hong Kong must prepare to face a brave new world. Hong Kong doesn’t have a choice in which side it will take in the cold war between the US and China, but it must plan for a changed reality.",Michael Chugani
"The US should, like Singapore, upgrade workers through training – not wage doomed trade wars. Winston Mok says trade wars make better politics, but heightened investment in education and vocational training is the key to a US workforce that does not lose jobs. Blaming China is only a distraction.",Winston Mok
"Why the Japanese yen’s prospects continue to be rosy and there is little policymakers can do about it. Worries about the US-China trade war are fuelling demand for the yen, strengthening the currency to Japanese exporters’ dismay.",Neal Kimberley
Why China and Japan will continue to be frenemies despite Abe’s visit signalling warmer ties. Cary Huang says the trade war has pushed China and Japan closer together but the Japanese prime minister’s trip to Beijing did not address fundamental differences between the two countries.,Cary Huang
"The trade war could well end in November, with Donald Trump and Xi Jinping calling a truce. Signs are pointing to the US-China trade war ending in November. Donald Trump has made an overture to Xi Jinping, and the Chinese have hinted at the possibility of making concessions to the Americans.",Deng Yuwen
"Trump’s America the odd man out when it comes to trade rules. Under the current US president, reform of the World Trade Organisation has merely become another tool for isolating China and not building consensus.",SCMP Editorial
Discounts? Most MTR users want reliable services. The Hong Kong rail giant’s decision to slash its fares by half this weekend to compensate for chaos earlier this month has been described as a ‘petty favour’.,SCMP Editorial
Brits had their own take on press freedom. The refusal of the Hong Kong government to grant a work visa to journalist Victor Mallet is not the watershed moment many people believe it to be.,Alex Lo
"After Cathay Pacific’s debacle, companies must get proactive with cybersecurity and get customers involved. As more systems become interconnected, it grows more important for companies, their customers and employees to be aware of potential vulnerabilities. Protection is effective only if it is extended to all parties.",Kai-Lung Hui
"How the new economy of ideas widens social inequality and fuels populist movements around the world. Richard Wong says as the most valuable forms of capital are increasingly intangible and with giant firms dominating intangible-capital industries, the challenge of the future will be how to ensure that growth is inclusive.",Richard Wong
"Hong Kong’s Basic Law enshrines legal representation for all, even separatists. The Justice Department should protect the integrity of the legal system by making clear that lawyers representing the Hong Kong National Party’s founders won’t face prosecution.",Grenville Cross
"Despite the trade war and stock market gloom, a repeat of the 2008 financial crisis is not on the cards yet. David Brown says while markets appear to be blowing off steam, global growth has held steady, the US economy is doing well and China is still recording a 6.5 per cent expansion.",David Brown
"Mass shootings have become a fact of American life, like Donald Trump’s hate. US politics have been infected by the rancour that brought Trump to the White House. The anti-China, anti-immigration Trump narrative is still going strong, in spite of the latest mass shooting by an immigrant-hating gunman.",Robert Delaney
"Diaoyu Islands dispute can be laid to rest if China and Japan accept joint sovereignty. Andrei Lungu says the dispute over the islands is more about nationalism than energy reserves, fish stock or geostrategic value, and has haunted relations between the two countries for too long.",Andrei Lungu
Case study in fake news for all journalism schools. Allegations made in magazine article that the Chinese military planted spy chips on motherboards made by US company has been denied by cyber giants and security services.,Alex Lo
"Negotiations needed as nuclear powers face rising tensions. With Donald Trump threatening to withdraw the US from a missiles pact with Russia and China modernising its military, an arms race is gathering pace.",SCMP Editorial
Hong Kong police need to review rules after unlawful killing. The death of a taxi driver following complications arising from his arrest makes the case for video cameras to be installed in officers’ vehicles.,SCMP Editorial
"Global market sell-off has shaken investors out of their complacency – and that’s a good thing. Debate over the causes of the abrupt and severe deterioration has been fierce. Whatever the reasons, the return of volatility has been useful in ridding markets of complacency, arguably the biggest risk in recent years.",Nicholas Spiro
"Why Carrie Lam’s Lantau reclamation project should be seen as an investment in Hong Kong, rather than wasteful expenditure. The Lantau Tomorrow Vision project would cost less than 20 per cent of Hong Kong’s GDP and has the potential to deliver substantial long-term economic benefits, in addition to alleviating the shortage of affordable housing.",James Tam
"Pakistan’s Catch-22: how can it keep Chinese investors happy, but not alienate the US?. The political skills of Pakistan’s new government are being put to the test. Islamabad must ensure progress on its belt and road projects with China, and still win Washington’s support to get an IMF loan and stay afloat",Abdul Basit
Make every effort to save State Theatre. New World Development has promised to ‘preserve the essence of the former theatre’,SCMP Editorial
Improving ties serves the interests of China and Japan. It is the right strategy to smooth relations and create an environment to eventually deal with long-standing issues behind animosity and mistrust,SCMP Editorial
"Equality is key to a good education system. Whether universities use only grades or ‘a whole person’ assessment in admitting students, rich and better-off families will always have the resources to prepare their children for any admission criteria",Alex Lo
Hong Kong by-elections have become a case study in the pitfalls of too much democracy. The infighting in both the pan-democrat and pro-establishment camps results in a parade of the same old faces and issues come election day. Repeated by-elections are leading to voter fatigue that will ultimately set back the city’s political development.,Alice Wu
"It is in Hong Kong’s long-term interest to recycle waste water. Hong Kong’s daily usage of water is 220 litres per capita, double that of other world cities",SCMP Editorial
Boost long-term use of the Hong Kong-Zhuhai-Macau Bridge to make it a worthwhile venture. The mega bridge has much symbolic and functional value,SCMP Editorial
"Amid pain and sometimes fury, China’s mega hospitals need to get back to basics. Crowds, noise, frustration and hostility are the reality in the country’s health care institutions.",Haining Liu
"How Hong Kong will spend the HK$500 million earmarked for support of its ethnic minorities. The raft of measures aimed at fostering ethnic minority integration into wider society and giving them a lift in upward mobility will focus on education, employment and access to public services.",Matthew Cheung
"How China can save the WTO and multilateral trade, and parry Trump’s tariff blows in the process. Beijing needs to consider two proposals to rescue global trade from Washington’s onslaught. China should help Canada and the EU revamp the WTO, and seriously think about opening up its economy further.",David Dodwell
Pride before a fall: time for arrogant US to realise it’s just another member of the international community. The US has been blinded by a belief in its own special status. America’s fighting words and accusations of technology theft and election meddling do not reflect China’s efforts at integrating itself into the international system.,Zhou Bo
Retired Hong Kong bishop preaches message of hate. Anti-communist Joseph Zen Ze-kiun professes to know more about China than the pope and chooses to live safely in the city while broadcasting his demented views.,Alex Lo
Xi’s Guangdong trip confirms commitment to nation’s opening up. President points the way forward for China on visit to province where reform process started 40 years ago as trade war with United States rages.,SCMP Editorial
"Call by retiring Hong Kong judge must not be ignored. The price of freedom is eternal vigilance, and the public has to be prepared to stand up for the city’s independent judiciary and nurture an environment friendly to the rule of law.",SCMP Editorial
"Brexit, Donald Trump and the trade war with China – excessive rules and regulations are how things fall apart. The phenomenon of excessive bureaucratisation, or ‘tight coupling’, has led to failures, a loss of freedom and greater resentment. ",Andrew Sheng
The fact Cathay Pacific does not have to notify anyone of a data breach is unacceptable. The law must change. It is inexcusable that Cathay took months to announce a security breach affecting millions. It’s about time Hong Kong updated its law to regulate data protection.,Stuart Hargreaves
"Asian equities could see a rebound in 2019 – if three cogs in the wheel fall into place. Tai Hui says a weaker US dollar, resumption of dialogue between the US and China on trade, and more stimulus from China could turn the gloomy sentiment on Asian equities around.",Tai Hui
"Amid growing suspicion of Beijing, the world needs the wisdom of Chinese scholarship – and so does China. China’s flexing of its academic muscles is to be welcomed, if its cooperation with others is fair and open. For its own sake, too, China must return to the roots of its tradition of pluralistic education, and free up space for critical learning.",Peter T. C. Chang
"US political realities mean Donald Trump’s trade war with China won’t last – and maybe neither will he. Donald Trump and the Republican Party are likely to be given a rebuke in the midterm elections, and the trade war fallout may doom his reelection.",Anson Au
"With his trade policy unravelling and political change on the cards, Trump’s best stock market days are behind him. Recent stock market routs have come at a bad time for Donald Trump, who has linked the success of his administration to the S&P 500 index. But however his party does in the midterm elections, it is unlikely to put the brakes on his populist economic agenda.",Nicholas Spiro
Cathay Pacific should have reported leaks of passengers’ data sooner than it did. Hong Kong’s privacy commission is right to criticise the company for the delay and the government should look at bringing in disclosure laws.,SCMP Editorial
Saudi truth on Khashoggi killing the key to stability. The death of the journalist and the actions of the kingdom’s de facto ruler have sown uncertainty creating concern for China and its ‘Belt and Road Initiative’.,SCMP Editorial
"Cathay Pacific breach shows need for Hong Kong to land disclosure laws. Airline knew as early as March about the possible leak of personal data of 9.4 million passengers, presumably hacked by cybercriminals, yet has only chosen to reveal it now.",Alex Lo
Tourism promotion should be aimed at visitors who like Hong Kong just the way it is. Hong Kong must choose between new attractions that inconvenience residents or tailoring tourism around the city’s authentic character.,Bernard Chan
"Why Hong Kong needs fewer bridges to nowhere and more escalators, lifts and footbridges. Richard Harris says the Hong Kong-Zhuhai-Macau Bridge compares badly to smaller projects like the Mid-Levels escalator that has proved to be both cost-effective and useful The city is difficult to navigate and needs more infrastructure that will serve its ageing population.",Richard Harris
How China can turn the trade war into a ‘strategic opportunity’ to ascend to global leadership. The strategist behind China’s ‘peaceful rise’ is back with a new theory: Beijing can seize a ‘great strategic opportunity’ to lead the next phase of globalisation as Donald Trump continues with his trade war.,Ni Tao
"Will Trump push for an ‘America first’ trade agreement in Asia modelled on his new Nafta deal?. Dan Steinbock says the US-Mexico-Canada Agreement could become a template for major trade deals the Trump administration wants to execute around the world, but it will not be an easy sell.",Dan Steinbock
Decision not to sell site at The Peak reflects best use of land resources. The withdrawal of the luxury plot after it failed to fetch a record HK$48.5 billion has nothing to do with the government’s aim to provide a home for the average Hongkonger.,SCMP Editorial
"China’s private sector needs reform of state lenders. Businesses may have modernised the economy, but they now face a perfect storm amid the US trade war and President Xi Jinping has reached out to them.",SCMP Editorial
"It’s time to move on the ‘Greater Bay Area’ dream. If most Hongkongers are unwilling to relocate under the technology-led master plan, they need incentives in the form of homes, work and benefits.",Alex Lo
"A slow death for Hong Kong’s separate identity in China. The city’s cherished freedoms and rule of law are under serious threat, amid pressure – now exacerbated by intense US-China confrontation – for it to integrate with the mainland and demonstrate loyalty to Beijing.",Philip Bowring
"In Hong Kong, public consultations are effective – at keeping the public at bay. The recent land supply consultation, which was pre-empted by the chief executive’s reclamation proposal, only deepens people’s cynicism over the government’s intention to engage the public.",Stephen Vines
"Trump may or may not meet Xi. But first, Chinese and US generals need to talk. Donald Trump’s cancellation of a nuclear treaty with Russia is also aimed at China; US and China militaries need to forge a pact to enhance regional security.",Drew Thompson
"US inflation is set to rise. The Fed must act now. Stephen Roach says the trade war’s impact on global value chains and the tight US labour market will fan inflationary pressures of the current US economic upturn, so the Fed is right to press on with monetary tightening – and should, perhaps, even step it up",Stephen Roach
Hong Kong voters face dilemma with candidate bans. Disqualification of poll hopefuls by both the government and the opposition may result in the local electorate having few people to choose from.,Alex Lo
"Reassuring message for China economy despite challenges. In an interview with state media, Vice-Premier Liu He has tried to boost domestic confidence and send a positive signal to the Americans as the trade war rages.",SCMP Editorial
