Title,Summary
Hong Kong bankers and brokers see their bonuses fall by a fifth after dismal year for stock markets,"The bonuses paid to many bankers at the start of the Year of the Pig was down by about 20 per cent from a year earlier, according to senior bankers."
"Lunar New Year Cup: a history of stellar sides, superstars, sporting gestures and a royal wedding","Stars like Hristo Stoichkov, Rene Higuita, Luis Hernandez and Peter Schmeichel all played in Hong Kong"
The Hong Kong Massacre mashes up John Woo with Hotline Miami,Action game is bloody and violent in the tradition of Hong Kong action films
"Data breaches in Hong Kong have jumped 80 per cent in five years, now privacy watchdog wants more power and resources to give future investigations ‘teeth’",Office of the Privacy Commissioner reveals it received 129 reports in 2018 – an 80 per cent jump in the past five years. In response it wants an increase in manpower to help with future investigations.
"Tourists flock to Hong Kong’s reopened Avenue of Stars to get closer to celebrities including Andy Lau, Chow Yun-fat and cartoon pig McDull","Modelled on the Hollywood Walk of Fame, the boulevard relaunched with more space, new designs and 117 sets of handprints mounted on railings."
Chinese New Year in Hong Kong: four Western bakeries creating innovative desserts for Year of the Pig,Chinese New Year isn’t just about traditional turnip cake and sweet puddings made of glutinous rice flour – Western bakeries around Hong Kong are also getting into the spirit with creative cakes and treats
"When it’s always rush hour in Hong Kong, it’s easy to forget our dreams",
Tokyo 2020 Olympics: Hong Kong official makes history with track cycling manager gig at the Games,Cycling Association’s former executive director Walter Yue takes up job with 2020 Olympics organising committee next week
Mainland Chinese visitors drive Hong Kong’s tourist numbers to record high of 65.1 million,Overnight visitors from the mainland were up 7.4 per cent and day trippers shot up 20.1 per cent. The Tourism Board however expects 2019 to be a ‘bumpy and unpredictable’ year thanks to an economic slowdown in China and uncertainty in the world economy.
Beijing to host women’s world snooker championship: Hong Kong’s defending champion Ng On-yee expects more pressure,World No 1 and three-time winner says there is greater expectation on her by playing closer to home
Hong Kong’s Hang Seng delivers a terrific January – with an 8 per cent gain,"2018 was a nightmare for mainland and Hong Kong investors. But in the first month of the new year, the main benchmarks gave investors plenty of love."
Hong Kong’s electric car trade-in scheme gets boost but why didn’t motorists take advantage of it before and how are the city’s efforts on low-carbon vehicles coming along?,"The government has been trying to promote the use of e-cars through tax concessions. From 1994, it waived the first registration tax on e-cars but in 2017 it cut the benefit and capped the tax break at just HK$97,500 for private e-cars."
How Hong Kong and China’s billionaire heiresses are being groomed for greatness,"From Michelle Li, granddaughter of Li Ka-shing, Hong Kong’s richest man, to China’s wealthiest businesswoman, Yang Huiyan, women are taking over family conglomerates"
"Hong Kong an innovation hub? Dream on, or visit Shenzhen","Why is Shenzhen leaving Hong Kong in the dust? They spend money on innovation, and we, on white elephants. We have too many civil servants, who let the vested interests take over and ignore the needs of society."
Foreign investors charge into China’s commercial real estate as credit squeeze hurts domestic developers,"Domestic credit squeeze weighs negatively on Chinese developers and real estate funds, whose share of total investment slumps to 68 per cent"
Hong Kong’s version of the Hollywood Walk of Fame set to reopen after three-year revamp,"Avenue of Stars gets 10 more handprints from celebrities, including Carol ‘Dodo’ Cheng Yu-ling, Sandra Ng Kwan-yue and even cartoon character McDull"
Four major Hong Kong figures recognised by Beijing as ‘friends of diplomacy’ in inaugural award ceremony,"The four, drawn from business, government and academia, received their awards from Commissioner of the Ministry of Foreign Affairs in Hong Kong Xie Feng. Xie also paid tribute to city leader Carrie Lam and two of her predecessors as chief executive, as well as a former World Health Organisation chief."
Hong Kong’s version of the Hollywood Walk of Fame set to reopen after three-year revamp,"Avenue of Stars gets 10 more handprints from celebrities, including Carol ‘Dodo’ Cheng Yu-ling, Sandra Ng Kwan-yue and even cartoon character McDull."
Pig-themed items hog the limelight as Hong Kong’s most popular Lunar New Year market opens at Victoria Park,More than 450 booths set up ahead of Year of the Pig.
Hong Kong leader Carrie Lam shrugs off calls to quit but pledges to shed elitist mindset,"Lawmakers take chief executive to task over contentious elderly welfare changes, and Lam promises to learn from episode and govern with humility."
China’s economic reforms are working. The bad news is the pain may get worse,"Amid a growth slowdown, the strengthening service sector and household consumption are welcome news. Even so, softening global demand and challenging conditions at home will keep economic planners on their toes."
China stocks fall to two-week low as corporate earnings worsen amid economic slowdown,
Hong Kong to offer more drop-in boxes for cash handout scheme in response to complaints over complicated application process,Officials are looking into providing additional locations for successful applicants without local bank accounts to collect and cash their allocation cheques.
"Hong Kong tumbles down liveability rankings as pollution, typhoons, flu, and political tensions give expats cause for concern","Survey by ECA International puts city at lowest position for 10 years, with pollution, typhoons, flu and political tensions cause for concern among expats."
Tencent works with Hong Kong’s science park to spur local fintech development,Tencent will nurture promising start-ups through its Finance Academy initiative.
Shenzhen has designs on hosting key Beijing-backed science centre – and Lok Ma Chau Loop on Hong Kong border is part of the plan,"Mainland city is eyeing status as country’s fourth Comprehensive National Science Centre, which could bring a steady stream of funding, research equipment and other support from Beijing."
"From Hong Kong to Bangkok: interior designer retains edgy, industrial style in Thai home","Known for giving Hong Kong’s traditional Chinese tenements a second life, Andrew Bell works his magic again in his 1,300 sq ft Bangkok duplex, minus his trademark black-framed Central Market windows"
Why energy-efficient buildings should lead Hong Kong’s quest to reduce carbon emissions,"Energy sector’s drive to use cleaner fuels will wane by 2030, and shift in policy and incentives is needed. Overall energy efficiency in the city’s office and residential buildings has not improved since 2008."
Hainan reassigns 20.7 million square metres of residential land for industrial use to fit Xi’s vision for province,"The island of Hainan in southern China will reassign for industrial use huge swathes of land previously earmarked for residential development, in a move designed to end reliance on property development as it builds the country’s largest free-trade zone."
Hong Kong Chief Executive Carrie Lam admits welfare failings after uproar over elderly CSSA changes and cash handout applications,Anger over how the government changed the age threshold for elderly welfare payments and managed a cash handout sparked its first major crisis of the year.
"Eligibility rules for Hong Kong’s electric car trade-in scheme should be scrapped, owners say","There are easy ways around them anyway, says owners’ group’s leader, who also demands action on charging stations in car parks at housing estates."
Manny Pacquiao and Jack Ma share a glass of wine as two meet up in Hong Kong,Filipino boxing icon and his wife Jinkee meet up with the Alibaba founder on a weekend break in Hong Kong before heading back to Manila
China waves off speculation it will send in cavalry for shaky property market,Speculation has been swirling that the central government will step in to stimulate sales in the flagging property market. Officials are waving off such talk.
Hong Kong wants the best from its construction workers: how about the same high standards for site managers?,A greater emphasis on Building Discipline would enhance the public recognition of the profession and help the industry grow.
Will my child be safe at university?,"Although students are young adults by the time they go to university abroad, this will be the question in many parents’ minds long before they leave the parental nest and the relative safety of Hong Kong"
"Hong Kong toys: new generation bids to join father of the rubber duck, makers of Teenage Mutant Ninja Turtles and VTech in being next big thing to be made in city",The value of the world’s toy market rose 5.9 per cent to US$218.3 billion in 2018 and industry veterans see an opportunity for creative young Hongkongers.
Rare boardroom spat draws spotlight on corporate governance at Hong Kong-listed company,Shares in China Traditional Chinese Medicine Holdings fell sharply on Monday after resignation of independent non-executive director
Wang Qishan could be the new face of Chinese pragmatism after Zhu Rongji – and a voice of reassurance for the West,China’s vice-president made it a point in his Davos speech to stress Beijing’s commitment to taking a pragmatic approach in problem-solving – welcome words that should help ease tense US-China relations.
Cathay Pacific reinvigorates community engagement to create and proliferate more value to society,"By leveraging its global platform for fostering connections among people, Hong Kong’s home airline Cathay Pacific has further deepened its social commitment with the launch of two new community engagement initiatives: “Cathay ChangeMakers” and “World As One”."
President Xi Jinping visit to Macau confirmed as security chief issues stern warning against illegal activities threatening China’s security,Move to act against ‘illegal activities’ unveiled as it is announced President Xi will visit Macau later this year to celebrate 20th anniversary of its handover.
Hong Kong’s troubled pay TV operator i-Cable sees shares plunge as it gives rejected funding plan a second go,"The stock slumped 7.8 per cent to 10.6 Hong Kong cents at Monday’s close, the steepest decline since November 12"
Imposing a ‘penalty’ on Hong Kong’s jobless elderly is simply offensive,Civil servants who back the idea should get a taste of their own medicine.
Another U-turn on welfare as HK$200 penalty for elderly Hongkongers not seeking work put on hold,Welfare minister Law Chi-kwong appears to accede to public pressure by saying penalty for those aged 60 to 64 who fail to seek work may never be implemented after all.
"Hong Kong accelerates electric car scheme after just 321 motorists trade in old vehicle for HK$250,000 tax break","Rules relaxed for scheme granting HK$250,000 concession after lukewarm response last year."
Hong Kong opens US$3.8 million e-sports complex amid hopes industry will boost economy,"Trio behind new facility say e-sports industry, predicted to be worth US$1 billion by 2021, could create jobs for young people and boost economy."
MSc to focus on data uses and business analytics,
"Government may cave on HK$200 penalty for elderly who don’t try to find work, as lawmakers prepare for meeting with Hong Kong leader Carrie Lam",Pressure mounts on Hong Kong chief executive as lawmakers stand united against unpopular changes.
Xiqu Centre a feather in the cap for Hong Kong,"Despite concerns about the cost of using the purpose-built venue for Chinese opera, it will boost city’s standing as an international arts hub"
Sarah Lee delights Hong Kong fans after claiming second gold medal of track World Cup,Sprinter wins the keirin event at the Hong Kong Velodrome after her triumph in the women’s sprint on Saturday
Sheung Shui protesters urge cap on Hong Kong visits for Shenzhen residents in bid to fight parallel trading,Locals complain once quiet border town is now overcrowded and like an ‘airport terminal’ with people towing suitcases.
"After a bumpy start to 2019, Chinese President Xi Jinping’s ‘bottom-line thinking’ offers food for thought for Hong Kong officials",The president has told officials to be vigilant for possible ‘black swans’ and ‘grey rhinos’. The government here would do well to do the same for the city’s outlook.
"Central database on Hong Kong’s under-18s under consideration, minister announces",Welfare minister says compiling figures could help policymaking and setting priorities for child policy. But it will not be launched until 2021 at the earliest.
‘Imagination doesn’t have to wait’: how a Hong Kong sound artist found his musical feet,"Samson Young recalls ‘falling in love with’ Dmitry Kabalevsky’s Thirty Children’s Pieces for Piano, Op 27"
Hong Kong Football Club ride momentum to pull away from Kowloon and secure top spot in Premiership,Debutant Sebastian Visinia stars as HKFC click into gear in Premiership action
The young design pair upcycling Hong Kong marine trash into desirable objects of art,Christine Lew and Florian Wegenast have created a striking range of desirable items out of trash collected from Hong Kong’s seas and beaches.
"Unbeaten Sarah Lee wows Hong Kong fans in World Cup leg, but overall title escapes her",Local star delighted to deliver at the finale of global series at Tseung Kwan O Velodrome
Moon mission a sign of Hong Kong’s potential in China’s hi-tech drive,A Polytechnic University team helped design and make a robotic mount for the Chang’e 4 spacecraft
"Most Hong Kong youths have no interest in working or studying across border in mainland China’s Guangdong province, survey finds","Biggest obstacles are a lack of personal connections, unfamiliarity with the working environment and separation from family, survey finds."
"Myanmar artist’s Hong Kong exhibition taps Buddhism, folklore and politics",Htein Lin says the world expected too much when Aung San Suu Kyi’s party won power; his found object sculptures reflect the country’s slow progress in moving on from old feuds and power struggles.
Too much help to Hong Kong’s poor is no help at all: it’s time to end the blame game,"Those who can’t help themselves must be helped, but there should be limits. Excessive handouts may weaken the motivation of the impoverished to improve their lives themselves, a point missed by some NGOs"
Red Dead Redemption 2: my addiction to an amazing video game that brings out the worst in human behaviour,"Yonden Lhatoo confesses to an addiction relapse while playing his most-anticipated video game in a decade, but is also disturbed by the murderous and sadistic behaviour of other players online."
"HK$200 cut in welfare payments for able-bodied but unemployed between age 60 and 64 is nominal, Hong Kong minister says",Secretary for Labour and Welfare Law Chi-kwong defends government in latest twist to controversial CSSA change requiring recipients to seek work.
"Playgrounds in Hong Kong are uninspiring, but one NGO is trying to change that with an area that hits all the right notes","The size of a football pitch, Tuen Mun Park was designed with children in mind, and unlike some other city parks, it isn’t in the least bit dull."
"Hong Kong activist Joshua Wong made up claims he had to squat naked ‘like a dog’ during interrogation, prison officer says",Assistant Officer Leung Tin-hang says the Demosisto leader stood fully dressed while answering questions after a prison strip-search.
Grand Cinema in Hong Kong’s Elements mall to close at the end of February after more than 11 years in business,"The 12-screen multiplex, inside the Elements shopping centre, is the biggest in Hong Kong and opened in 2007. The cinema says its owner the Shaw Group needs to consolidate its operations."
Programme enhances School of Law’s standing among the best in Asia,Farsighted commitment to broadening horizons is the only programme of its kind outside mainland China
How swapping cigarettes and alcohol for cycling led Ireland’s Orla Walsh to the track World Cup in just four years,"Cycling helped Orla Walsh change her bad habits and now she’s aiming for the Tokyo 2020 Olympics, with the 29-year-old in Hong Kong for track World Cup series"
Development of international outlook boosts School of Law’s ranking,New links in the United States and Europe expand the options for students
"European politics is in flux, but the news is not all bad for investors","The EU has a headache on its hands this year with Brexit, fiscal discipline and mass protests, on top of volatile parliamentary elections in May. Even so, there are quality companies that are less sensitive to market volatility."
It’s official – Hong Kong is the most expensive city in the world to live in,"Vancouver, Sydney and Melbourne are the next least affordable cities, according to the International Housing Affordability Survey"
Adaptability is the vital key to survival,"
"
"Chinese consortium sees off Hong Kong rivals in ferocious bidding war for prime Shanghai commercial land, ending their stranglehold","The victory marks a high-profile end to a winning streak for offshore investors, who have repeatedly outbid their mainland rivals in the last year"
"Two plane crashes in two days and their Hong Kong connection – thankfully, both belong to another era of air travel","A Hong Kong-Vancouver flight crash-landed in Tokyo; a day later, a Hong Kong-bound flight taxied past the wreckage, took off, and itself crashed. Plus, Manga Art Hotel, which opens in Tokyo next month, welcomes guests with collection of 5,000 manga."
"Hong Kong’s youngsters more glued to their screens than 2 years ago and their physical fitness is alarmingly low, study finds","The ‘2018 Hong Kong Report Card on Physical Activity for Children and Youth’ paints a bleak picture for the younger generation, prompting experts to call for a project to tackle the issues."
Demosisto leader Joshua Wong says he was treated ‘like a dog’ when made to squat naked during prison interrogation,"Testifying in court, where he is suing the secretary for justice over the incident, the pro-democracy activist called the treatment an ‘abuse of power’. Two prison officers who were present at the interrogation said the procedure was routine and intended to find concealed items."
"A Home with a View film review: Francis Ng, Louis Koo face off in satire on Hong Kong’s housing problems","Property agent Francis Ng and his family can put up with their noisy flat and nasty neighbours because their flat affords them a glimpse of the calming sea; when new tenant Louis Koo puts up a billboard that blocks the view, that changes."
"Track World Cup: Na Ah-reum says Asians can match dominant Europeans, Americans in team pursuit",South Korean cycling star sees ‘no big gap’ in physical ability or mental toughness – and she wants to prove it in team pursuit at Tokyo Olympics
Japan arrests Israelis found with US$17 million of gold from Hong Kong,"Record bust comes amid warnings yakuza gangs are turning their attention to gold smuggling, prompted by a tax change that has made gold more expensive in Japan than in nearby markets such as Hong Kong."
Hong Kong exchange head clarifies listing rules as IPO hopes dim for cryptocurrency giant Bitmain,
Lawmaker loses bid to summon Hong Kong justice minister Teresa Cheng to discuss CY Leung decision with Legislative Council,"Civic Party’s Dennis Kowk wanted Teresa Cheng to answer questions on case involving former chief executive Leung Chun-ying, but non-binding motion was easily defeated."
"What is Hong Kong’s most traditional dish? … and no, it’s not dim sum","Today the iconic food, reportedly first served to a Song emperor as he fled the Mongols, is shared by friends and family, including over Lunar New Year"
"Worries about trade, global growth cap gains in Hong Kong, China stock markets","Investors are awaiting next week’s trade talks, as Secretary of State Mike Pompeo sends an upbeat signal but says there is ‘lots of hard work to do’."
Vancouver Art Gallery gifted US$30 million by Hong Kong textile heirs for expansion plans,The donation from the family that founded Crocodile Garments towards the gallery’s expansion plan is the largest single private donation to an arts and culture organisation in British Columbia.
Track Cycling World Cup: Sarah Lee looks to shine before home crowd in Hong Kong,"World-class sprinter favoured in track cycling series finale at Tseung Kwan O Velodrome, but her coach plays down idea Lee is targeting gold medal"
Colt Cabana flies to Hong Kong on two hours’ notice to save the day at Macau wrestling show,"With Sonjay Dutt stranded, Colt Cabana gets a phone call from Jay Lethal at 10am – and is on a plane to Hong Kong at 1.30pm to fill in at Extreme Wrestling Entertainment’s debut event."
Investors back Pansy Ho as Macau’s casino queen as they lift Shun Tak and SJM after she gains control over gaming empire,"Shun Tak Holdings has deepened ties with one of Hong Kong’s wealthiest families to strengthen its control of the largest holder of casino licences in Macau, giving managing director Pansy Ho Chiu-king the upper hand in a family tussle for magnate Stanley Ho’s gambling empire."
Carrie Lam says she is not optimistic any trade deal between the US and China will last,"Speaking at Davos, Hong Kong’s chief executive says more fundamental problems could be undermining relations between the two countries. Lam also expects 2019 to be a difficult year for the global economy."
"US-China trade worries weigh on Hong Kong, China stock markets","Jiayuan International, which plunged 81 per cent last week, confirms forced sale of 93.62 million shares of chairman and wife. Trading of shares still suspended."
2019 Rugby World Cup: pair cycling from London to Tokyo to deliver referee’s whistle for Japan vs Russia opening game,"Ron Rutland and James Owens will ride 20,093km from Twickenham to Tokyo to arrive for the first match"
Lawyers’ group calls on Hong Kong justice minister to delegate prosecution decisions,The Bar Association says protocol should be established to give the director of public prosecutions the say on whether to prosecute.
Union calls for 8 per cent pay rise for Hong Kong bus drivers ahead of talks with operators,Motor Transport Workers General Union says drivers are not fairly rewarded for the working conditions they endure.
"Halt supply of live pigs in Hong Kong for first three days of Lunar New Year, industry urges amid African swine fever fears","Stakeholders say this is to allow time for cleansing operations in slaughterhouses, with impact on the public to be minimal."
"We need to talk about Hong Kong’s potty-mouthed, spoilt children","Parents naturally wish to give their children the best in life, but some of them can have a too-permissive parenting style"
Shanghai father who faked Hong Kong girl’s birth certificate to get her Chinese citizenship is jailed,Identification papers ruse was intended to get around state regulations; court heard that defendant wanted his daughter to inherit his Shanghai properties.
Hong Kong Special Olympians given send-off ahead of the games in March,Acting chief executive Matthew Cheung presented the 103-strong delegation with the city flag at the Hong Kong Sports Institute on Tuesday.
Final call for exhibition celebrating the 40th anniversary of China’s reform and opening up,
Cross-harbour tunnel tolls plan stalls as Hong Kong government makes face-saving U-turn,"Minister says plan itself will not be ditched, adding he will ramp up lobbying in coming months."
"Blame Hong Kong lawmakers, not Carrie Lam, for elderly welfare cuts","It is the job of our highly paid lawmakers to carefully read government documents. If they fail to do so, they should be held accountable."
Fiji Army enlists for Hong Kong Tens with sevens stars Isake Katonibau and Apisai Domolailai in ranks,"Katonibau has helped Fiji win the last four Hong Kong Sevens titles, while Domolailai is a 2016 Olympic gold medallist"
"Ageing Hong Kong should aim to keep its elderly healthy and in a job, rather than eligible for welfare",The row over the Hong Kong government’s proposal to raise the age threshold for elderly welfare payments misses the more worthy battle to avert the negative impact of workforce decline.
Lunar New Year fireworks in Hong Kong: rings of Saturn and pigs’ noses to light up Victoria harbour in HK$10 million 23-minute extravaganza,"Year of the Pig will be celebrated with display that includes 23,888 pyrotechnic shells and features Hong Kong’s beloved cartoon pig McDull."
Remains of two finless porpoise discovered in Hong Kong taking total number found since start of year to eight,Badly decomposed carcasses taken to Ocean Park for further study after initial investigation fails to determine cause of death.
Single people get a raw deal at work. But there are signs of change in mainland China,Discrimination against singles is often not intentional. But companies often expect them to work for longer or cover holidays for married colleagues.
Fallen Hong Kong leader showed amazing grace upon release from jail,"Tsang’s faith may not have not stopped him from committing misconduct in public office, but has enabled him to stand up again after a fall."
Slight congestion on roads leading to Hong Kong’s Central-Wan Chai Bypass as HK$36 billion link faces first evening rush hour,"Few cars seen on 4.5km link after three-hour jam on Sunday prompts drivers to take alternative routes, but traffic picked up in evening."
Hong Kong’s elderly are paying the price for a decade of policy neglect,
Hong Kong’s recent mysterious US$4.8 billion stock plunge underscores risk in world’s 4th-largest equity market,Local observers speak about “dark corners” of Hong Kong’s market where a web of cross-holdings and low liquidity fuel corruption and keep valuations at one of the lowest levels in the world.
"Anthem law not aimed at forcing patriotism, Hong Kong constitutional affairs chief assures","Patrick Nip says the last thing he wants is to prosecute people who disrespect March of the Volunteers, stressing that city’s legislation is not a ‘cut-and-paste’ version of mainland law."
Hong Kong Tramways’ 115th anniversary proves too good a photo opportunity for Japanese artist to miss,"Koichi Matsuda has taken as many as 10,000 pictures of the city’s trams over the past five years and about 350 of them will be used to mark Hong Kong Tramways’ 115th anniversary."
"Depressed, working too hard, but people in Hong Kong and Singapore are taking more short-haul trips",The travel industry wants to cash in on the rise of short-haul travellers in Asia. One company has launched a new campaign around the ‘Holiday Quickie’
Passengers en route to Hong Kong shiver through 13-hour ordeal on Canadian tarmac,Plane had to make emergency landing in Newfoundland where it sat in the bitter cold as passengers shivered under thin blankets
Curtain raised on Hong Kong’s new Chinese opera venue but row over high rents for Xiqu Centre strikes sour note,Long-awaited theatre is the first major venue to open in city’s multibillion-dollar West Kowloon Cultural District but powerful Cantonese opera body does not like the way it is being managed.
It’s one thing to raise retirement age but what are elderly unskilled workers in Hong Kong going to do in Knowledge Age economy?,Upside to spat over setting a new age threshold for welfare payments is the opportunity it presents for Hong Kong to look into where the real job market lies for senior citizens who have no choice but to work.
"Give older people more opportunities if you want them to stay in work, experts tell Hong Kong government, in wake of welfare payment controversy","University of Hong Kong professor Paul Yip and Anthony Wong, business director of the Hong Kong Council of Social Service, call on government to recognise the challenges in working past 60 and take action."
Hong Kong’s Central-Wan Chai Bypass opens to traffic – but industry observers warn the real test comes on Monday,"Early bird motorists include transport workers’ union member, who intends to gauge if traffic signs are effective and provide feedback."
Surge in parallel trading in Tin Shui Wai sparks call for Hong Kong government action,"Police and locals note that area has become pick-up point for goods bought throughout city, while concern groups demand seven government departments respond to letter."
"300 investors, including 30 from Hong Kong, lose 400 million yuan as mega Zhuhai mall project stalls","Developer of half-built 690,000 sq ft shopping centre promised lucrative returns before plans fell apart."
"God help us all, Donald Trump is making fast food great again","Yonden Lhatoo is still picking his jaw up off the floor after the US president orders junk food from McDonald’s, Wendy’s and Burger King for a candlelit banquet at the White House."
Hong Kong’s Sarah Lee strikes sprint gold in Cambridge World Cup event; eyes more glory in keirin,"The 2012 Olympic keirin bronze medallist dominates the race in New Zealand, beating Ukraine’s Olen Starikova 2-0 in the final"
Who’s to blame for Hong Kong’s first major political crisis of the new year?,Both the chief executive and lawmakers opposing cutbacks to elderly welfare payments are blaming each other for the fallout.
"Seek common ground and rise to the challenge of developing infrastructure, Carrie Lam tells Hongkongers as Central-Wan Chai Bypass opens","The chief executive took an open-top bus from Tin Hau to Central on her maiden voyage along the new road, which will open to motorists on Sunday."
Hong Kong transport minister makes final call to lawmakers to support cross-harbour tunnel toll increases,"Frank Chan not giving up hope that legislators might give the proposal the go-ahead, despite two key allies of the government saying they will oppose it."
Should Hong Kong say goodbye to public phone booths when more than half of them earn less than HK$1 a day?,District councils are debating whether to remove the once vital booths after it was revealed that more than half of payphones take in less that HK$1 a day on average.
Hong Kong rugby team’s rousing rendition of China’s national anthem earns high praise from Chinese fans,"‘You Hong Kong people should look at this,’ says one Chinese commentor, as Hong Kong gets set to introduce law to make insulting national anthem a crime"
Law student in court accused of indecently assaulting two Cathay Pacific crew on flight to Adelaide,Canadian national was travelling to Adelaide from Hong Kong to study law when alleged offences took place.
"Students and teachers at Hong Kong school raise HK$50,000 for Operation Santa Claus","School plays exhibition soccer match against professionals from Best Union Yeun Long, while mini fun fair helps boost fundraising efforts."
"Transport bosses dismiss privacy concerns over automatic toll system at new Hong Kong tunnel, saying drivers’ personal data will only be kept for 30 days","Undersecretary says data collected at Tseung Kwan O-Lam Tin Tunnel will only be used if driver disputes a charge, and any information will only be kept for 30 days."
Carrie Lam brings in new payment for Hong Kong’s elderly poor in bid to end backlash over changes to Comprehensive Social Security Allowance,"Government announces new Employment Support Supplement, for the exact amount taken from 60-64s under altered scheme."
"China, Hong Kong markets climb on trade hopes, strong comeback by stocks that mysteriously plunged","Traders feeling frisky in early trading after bizarre end to Thursday, when a clutch of smaller stocks plunged by as much as 81 per cent."
"Hong Kong’s air quality targets pitched too low to favour development such as Lantau Tomorrow Vision, says environmental group Clean Air Network","The Clean Air Network says concentration limits are set conservatively, underestimating potential improvements, to make them easier to meet."
Hong Kong light show proving a hit with residents and tourists alike as organisers add new exhibits to celebrate Lunar New Year and Valentine’s Day,Hong Kong Tourism Board hails success of International Light Art Display and says it expects a million visitors by time exhibition closes.
"Hongkongers don’t trust the government not to abuse its power when it comes to the rule of law, survey shows",Research undertaken over past two years showed judicial independence consistently ranked as the most important aspect of the rule of law.
From Jackie Chan to Jet Li to Angelababy: Hong Kong stars get the #10YearChallenge treatment,Social media is buzzing with the meme comparing photos taken 10 years apart. We’ve scoured the SCMP archives to find how well Hong Kong celebrities have aged.
Dead pig found on Hong Kong beach amid African swine fever fears,No official confirmation of the animal’s origin or cause of death.
Hong Kong fencer Vivian Kong can challenge for world number one spot after maiden World Cup success,
"Hong Kong’s smaller businesses think ‘we’re too small to be hacked’ despite hacking experience, insurer finds","Seven out of 10 smaller business in Hong Kong said they had experienced a cybersecurity incident. Only about half carry insurance to cover losses, insurer’s survey finds."
"Hong Kong market slips in late trading after clutch of stocks plunges, denting trader optimism",Hang Seng slips in late trading after clutch of Hong Kong-listed shares drops – one by 81 per cent – and dents trader optimism.
"Wild boars in Hong Kong: are they dangerous, why are there more of them around, and what do I do if one attacks?",People feeding the animals blamed for increase in sightings.
"KPMG launches law firm in Hong Kong, unveils plans for another in Shanghai",SF Lawyers will be headed by Shirley Fu overseeing a team of 20 lawyers.
"More ships and more passengers, but Kai Tak Cruise Terminal is still finding it hard to shake off ‘ghost town’ image","Almost six years after opening, the HK$6.6 billion cruise terminal in East Kowloon is still criticised for lack of buzz, transport links. Operator insists it is doing well, exceeding targets for passengers and cruise liners, with several big events a year."
"On refugee question, Canada has much to teach Hong Kong",
"Tightening of Hong Kong’s competition laws to cover mergers on the horizon, says Competition Commission chairwoman",Mergers that greatly reduce competition likely to be targeted in any future law. Investigating the alliance of four of five terminal operators at Hong Kong port will be a priority for the commission this year.
Hong Kong must roll back its plan to raise age limit for elderly welfare. But will Carrie Lam admit she’s wrong?,"It is cruel to target one of the most vulnerable groups in society to make a point about the need to prepare for an ageing population. Instead, the government should work harder at ensuring more elderly people find work."
Hong Kong university joins forces with top overseas institutions to set up city’s first international research centre on dementia and other neurodegenerative diseases,"Harvard Medical School, Stanford University School of Medicine and University College London plan to set up centre with HKUST."
Hong Kong government may shelve proposed increases to cross-harbour tunnel tolls after two Legco allies say they will not support it,"Federation of Trade Unions and DAB say they will vote against the move in next week’s non-binding vote, despite government lobbying."
"Tributes flow for Hong Kong’s first Chinese prosecutor Patrick Yu, after death at 96","Criminal barrister Patrick Yu is remembered for turning down three offers to become a judge on Hong Kong’s highest court, citing discrimination in favour of expat practitioners."
"No perceived bias in Leung Chun-ying UGL probe, so no outside legal advice, says Hong Kong justice minister Teresa Cheng","‘It is not a must for the DOJ to seek external legal advice when the person involved is a high-ranking official,’ Teresa Cheng tells Legco."
Flagging China and Hong Kong markets clip early losses as pharmaceutical and property shares surge,Xiaomi falls after a media report that investor sold 231 million class B shares – and it wasn’t a pretty day for smartphone suppliers either.
Hong Kong banks need to adopt this key hiring practice as virtual era dawns,City’s banks in new arms race to acquire top tech talent
Hong Kong’s backlog of torture claimants cleared a year early helped by pilot scheme with revised lawyer pay,Principal Assistant Secretary for Security Billy Woo says new scheme paying lawyers a fixed rate per case instead of by hour has helped speed up process.
Hong Kong government plays Robin Hood – but in reverse,"The authorities are taking money away from the elderly poor, yet keeping subsidies in place for developers and big landlords"
Operation Santa Claus raises more than HK$17 million for Hong Kong’s needy in annual fundraising drive,The Christmas 2018 edition helped 13 charities across the city.
Councillor told his plan to ship wild boars to uninhabited Hong Kong islands won’t work ‘because they can swim’,"Former legislator Wong Kwok-hing floats idea at Eastern District Council meeting, but proposal is dismissed because boars can swim."
Approval ratings for Hong Kong leader Carrie Lam and justice chief Teresa Cheng hit new lows,University of Hong Kong poll finds pair’s popularity slipping amid elderly welfare cuts and criticism of decision not to prosecute former city leader.
Beijing relaxes caps on home prices partially as unsold flats in the capital city rise,"Unsold flats are estimated to top 70,000 in 2019"
"Hong Kong and China stocks shoot up after Beijing vows tax cuts to boost manufacturers, small businesses",Traders pile into stocks -- from banks and insurers to automobiles -- after Chinese government pledges targeted tax breaks for businesses amid slowdown.
Luxembourg and Hong Kong sign mutual fund recognition agreement to ease cross border sale,
Art for more than art’s sake,"Students looking to work in the art world need to equip themselves with knowledge of business, technology and social issues"
Former Hong Kong leader Donald Tsang says he has put aside hatred after completing 12-month jail term for misconduct in public office,"Disgraced former chief executive, 74, was discharged from the custodial ward at Queen Mary Hospital in Pok Fu Lam."
Hong Kong soccer fans risk paying penalty on Chinese national anthem law,"Proposed law will make insulting Chinese anthem a crime, but what will happen if thousands boo song together or turn their backs on national flag at soccer match?"
